"","ID_03","ID_05","ID_06","ID_07","ID_08","ID_09","ID_10","ID_10_CONFIRM","ID_10_CORRECTED","food","EXP25","EXP26"
"441",228,3070,114,23,8,2,6,1,NA,"flour",4,5
"442",228,3070,114,23,8,2,6,1,NA,"bread",0,NA
"443",242,3071,88,23,8,2,6,1,NA,"flour",4,1
"444",242,3071,88,23,8,2,6,1,NA,"bread",0,NA
"445",202,3072,88,23,8,2,6,1,NA,"flour",2,1
"446",202,3072,88,23,8,2,6,1,NA,"bread",0,NA
"447",202,3073,88,23,8,2,6,1,NA,"flour",4,1
"448",202,3073,88,23,8,2,6,1,NA,"bread",0,NA
"449",213,3074,88,23,8,2,6,1,NA,"flour",3,1
"450",213,3074,88,23,8,2,6,1,NA,"bread",0,NA
"451",234,3076,88,23,8,2,6,1,NA,"flour",1,1
"452",234,3076,88,23,8,2,6,1,NA,"bread",0,NA
"453",213,3077,88,23,8,2,6,1,NA,"flour",7,1
"454",213,3077,88,23,8,2,6,1,NA,"bread",0,NA
"455",202,3078,88,23,8,2,6,1,NA,"flour",2,1
"456",202,3078,88,23,8,2,6,1,NA,"bread",0,NA
"457",234,3079,88,23,8,2,6,1,NA,"flour",3,1
"458",234,3079,88,23,8,2,6,1,NA,"bread",2,5
"459",242,3080,88,23,8,2,6,1,NA,"flour",0,NA
"460",242,3080,88,23,8,2,6,1,NA,"bread",0,NA
"461",243,3081,10,23,8,2,6,1,NA,"flour",1,5
"462",243,3081,10,23,8,2,6,1,NA,"bread",1,5
"463",240,3082,10,23,8,2,6,1,NA,"flour",4,1
"464",240,3082,10,23,8,2,6,1,NA,"bread",5,5
"465",212,3083,10,23,8,2,6,1,NA,"flour",7,1
"466",212,3083,10,23,8,2,6,1,NA,"bread",0,NA
"467",212,3084,10,23,8,2,6,1,NA,"flour",4,1
"468",212,3084,10,23,8,2,6,1,NA,"bread",0,NA
"469",220,3085,10,23,8,2,6,1,NA,"flour",3,5
"470",220,3085,10,23,8,2,6,1,NA,"bread",0,NA
"471",37,3086,1,13,8,2,6,1,NA,"flour",7,5
"472",37,3086,1,13,8,2,6,1,NA,"bread",0,NA
"473",2,3087,1,13,8,2,6,1,NA,"flour",3,5
"474",2,3087,1,13,8,2,6,1,NA,"bread",0,NA
"475",2,3088,1,13,8,2,6,1,NA,"flour",2,1
"476",2,3088,1,13,8,2,6,1,NA,"bread",0,NA
"477",243,3091,62,13,8,2,6,1,NA,"flour",3,5
"478",243,3091,62,13,8,2,6,1,NA,"bread",2,5
"479",212,3092,62,13,8,2,6,1,NA,"flour",3,1
"480",212,3092,62,13,8,2,6,1,NA,"bread",0,NA
"481",205,3093,62,13,8,2,6,1,NA,"flour",3,5
"482",205,3093,62,13,8,2,6,1,NA,"bread",0,NA
"483",228,3096,82,13,8,2,6,1,NA,"flour",0,NA
"484",228,3096,82,13,8,2,6,1,NA,"bread",0,NA
"485",54,3097,82,13,8,2,6,1,NA,"flour",2,5
"486",54,3097,82,13,8,2,6,1,NA,"bread",0,NA
"487",54,3098,82,13,8,2,6,1,NA,"flour",3,5
"488",54,3098,82,13,8,2,6,1,NA,"bread",0,NA
"489",211,3099,82,13,8,2,6,1,NA,"flour",NA,NA
"490",211,3099,82,13,8,2,6,1,NA,"bread",NA,NA
"491",23,3102,61,14,5,2,6,1,NA,"flour",4,5
"492",23,3102,61,14,5,2,6,1,NA,"bread",0,NA
"493",6,3103,61,14,5,2,6,1,NA,"flour",4,5
"494",6,3103,61,14,5,2,6,1,NA,"bread",0,NA
"495",57,3104,61,14,5,2,6,1,NA,"flour",7,5
"496",57,3104,61,14,5,2,6,1,NA,"bread",0,NA
"497",26,3105,9,14,5,2,6,1,NA,"flour",3,5
"498",26,3105,9,14,5,2,6,1,NA,"bread",0,NA
"499",26,3106,9,14,5,2,6,1,NA,"flour",1,5
"500",26,3106,9,14,5,2,6,1,NA,"bread",0,NA
"501",26,3107,9,14,5,2,6,1,NA,"flour",0,NA
"502",26,3107,9,14,5,2,6,1,NA,"bread",3,5
"503",1,3109,81,14,5,2,6,1,NA,"flour",2,5
"504",1,3109,81,14,5,2,6,1,NA,"bread",0,NA
"505",212,3110,9,14,5,2,6,1,NA,"flour",3,1
"506",212,3110,9,14,5,2,6,1,NA,"bread",0,NA
"507",15,3111,9,14,5,2,6,1,NA,"flour",0,NA
"508",15,3111,9,14,5,2,6,1,NA,"bread",0,NA
"509",15,3112,9,14,5,2,6,1,NA,"flour",0,NA
"510",15,3112,9,14,5,2,6,1,NA,"bread",0,NA
"511",212,3113,9,14,5,2,6,1,NA,"flour",3,5
"512",212,3113,9,14,5,2,6,1,NA,"bread",0,NA
"513",15,3114,9,14,5,2,6,1,NA,"flour",0,NA
"514",15,3114,9,14,5,2,6,1,NA,"bread",0,NA
"515",210,3115,108,3,3,2,6,1,NA,"flour",2,1
"516",210,3115,108,3,3,2,6,1,NA,"bread",0,NA
"517",211,3116,108,3,3,2,6,1,NA,"flour",0,NA
"518",211,3116,108,3,3,2,6,1,NA,"bread",0,NA
"519",210,3117,108,3,3,2,6,1,NA,"flour",3,5
"520",210,3117,108,3,3,2,6,1,NA,"bread",0,NA
"521",210,3118,108,3,3,2,6,1,NA,"flour",2,1
"522",210,3118,108,3,3,2,6,1,NA,"bread",0,NA
"523",226,3120,8,24,1,2,6,1,NA,"flour",3,5
"524",226,3120,8,24,1,2,6,1,NA,"bread",0,NA
"525",226,3121,8,24,1,2,6,1,NA,"flour",3,1
"526",226,3121,8,24,1,2,6,1,NA,"bread",2,5
"527",205,3123,8,24,1,2,6,1,NA,"flour",7,1
"528",205,3123,8,24,1,2,6,1,NA,"bread",0,NA
"529",226,3124,8,24,1,2,6,1,NA,"flour",3,5
"530",226,3124,8,24,1,2,6,1,NA,"bread",0,NA
"531",43,3171,62,13,8,2,6,1,NA,"flour",7,5
"532",43,3171,62,13,8,2,6,1,NA,"bread",0,NA
"533",215,3200,62,13,8,2,6,1,NA,"flour",7,1
"534",215,3200,62,13,8,2,6,1,NA,"bread",0,NA
"535",10,3201,62,13,8,2,6,1,NA,"flour",2,5
"536",10,3201,62,13,8,2,6,1,NA,"bread",0,NA
"537",10,3202,62,13,8,2,6,1,NA,"flour",3,5
"538",10,3202,62,13,8,2,6,1,NA,"bread",1,5
"539",212,3203,62,13,8,2,6,1,NA,"flour",1,1
"540",212,3203,62,13,8,2,6,1,NA,"bread",0,NA
"541",6,3204,62,13,8,2,6,1,NA,"flour",3,5
"542",6,3204,62,13,8,2,6,1,NA,"bread",0,NA
"543",57,3205,62,13,8,2,6,1,NA,"flour",4,5
"544",57,3205,62,13,8,2,6,1,NA,"bread",0,NA
"545",57,3206,62,13,8,2,6,1,NA,"flour",2,5
"546",57,3206,62,13,8,2,6,1,NA,"bread",0,NA
"547",57,3207,62,13,8,2,6,1,NA,"flour",2,5
"548",57,3207,62,13,8,2,6,1,NA,"bread",0,NA
"549",228,3208,62,13,8,2,6,1,NA,"flour",7,1
"550",228,3208,62,13,8,2,6,1,NA,"bread",0,NA
"551",210,3210,62,13,8,2,6,1,NA,"flour",2,5
"552",210,3210,62,13,8,2,6,1,NA,"bread",0,NA
"553",43,3213,62,13,8,2,6,1,NA,"flour",0,NA
"554",43,3213,62,13,8,2,6,1,NA,"bread",0,NA
"555",43,3214,62,13,8,2,6,1,NA,"flour",2,5
"556",43,3214,62,13,8,2,6,1,NA,"bread",0,NA
"557",43,3215,62,13,8,2,6,1,NA,"flour",7,1
"558",43,3215,62,13,8,2,6,1,NA,"bread",0,NA
"559",214,3216,62,13,8,2,6,1,NA,"flour",7,1
"560",214,3216,62,13,8,2,6,1,NA,"bread",0,NA
"561",37,3219,1,13,8,2,6,1,NA,"flour",7,1
"562",37,3219,1,13,8,2,6,1,NA,"bread",2,5
"563",21,3220,1,13,8,2,6,1,NA,"flour",0,NA
"564",21,3220,1,13,8,2,6,1,NA,"bread",0,NA
"565",21,3221,1,13,8,2,6,1,NA,"flour",0,NA
"566",21,3221,1,13,8,2,6,1,NA,"bread",0,NA
"567",21,3222,22,13,8,2,6,1,NA,"flour",1,5
"568",21,3222,22,13,8,2,6,1,NA,"bread",0,NA
"569",56,3223,1,13,8,2,6,1,NA,"flour",7,5
"570",56,3223,1,13,8,2,6,1,NA,"bread",0,NA
"571",56,3224,22,13,8,2,6,1,NA,"flour",7,1
"572",56,3224,22,13,8,2,6,1,NA,"bread",5,5
"573",56,3225,1,13,8,2,6,1,NA,"flour",1,5
"574",56,3225,1,13,8,2,6,1,NA,"bread",0,NA
"575",56,3226,1,13,8,2,6,1,NA,"flour",6,5
"576",56,3226,1,13,8,2,6,1,NA,"bread",0,NA
"577",56,3227,1,13,8,2,6,1,NA,"flour",7,5
"578",56,3227,1,13,8,2,6,1,NA,"bread",0,NA
"579",37,3228,1,13,8,2,6,1,NA,"flour",3,5
"580",37,3228,1,13,8,2,6,1,NA,"bread",0,NA
"581",37,3229,1,13,8,2,6,1,NA,"flour",1,5
"582",37,3229,1,13,8,2,6,1,NA,"bread",0,NA
"583",37,3230,1,13,8,2,6,1,NA,"flour",7,5
"584",37,3230,1,13,8,2,6,1,NA,"bread",3,5
"585",21,3231,1,13,8,2,6,1,NA,"flour",0,NA
"586",21,3231,1,13,8,2,6,1,NA,"bread",0,NA
"587",2,3232,1,13,8,2,6,1,NA,"flour",0,NA
"588",2,3232,1,13,8,2,6,1,NA,"bread",0,NA
"589",2,3233,1,13,8,2,6,1,NA,"flour",43,5
"590",2,3233,1,13,8,2,6,1,NA,"bread",3,5
"591",2,3234,1,13,8,2,6,1,NA,"flour",7,5
"592",2,3234,1,13,8,2,6,1,NA,"bread",0,NA
"593",37,3235,1,13,8,2,6,1,NA,"flour",0,NA
"594",37,3235,1,13,8,2,6,1,NA,"bread",0,NA
"595",56,3236,1,13,8,2,6,1,NA,"flour",6,1
"596",56,3236,1,13,8,2,6,1,NA,"bread",0,NA
"597",37,3237,1,13,8,2,6,1,NA,"flour",7,1
"598",37,3237,1,13,8,2,6,1,NA,"bread",7,5
"599",9,3240,62,13,8,2,6,1,NA,"flour",0,NA
"600",9,3240,62,13,8,2,6,1,NA,"bread",0,NA
"601",226,3241,62,13,8,2,6,1,NA,"flour",7,1
"602",226,3241,62,13,8,2,6,1,NA,"bread",0,NA
"603",9,3242,62,13,8,2,6,1,NA,"flour",4,5
"604",9,3242,62,13,8,2,6,1,NA,"bread",0,NA
"605",23,3243,62,13,8,2,6,1,NA,"flour",2,5
"606",23,3243,62,13,8,2,6,1,NA,"bread",0,NA
"607",56,3244,62,13,8,2,6,1,NA,"flour",NA,NA
"608",56,3244,62,13,8,2,6,1,NA,"bread",NA,NA
"609",23,3245,62,13,8,2,6,1,NA,"flour",2,1
"610",23,3245,62,13,8,2,6,1,NA,"bread",0,NA
"611",23,3246,62,13,8,2,6,1,NA,"flour",3,5
"612",23,3246,62,13,8,2,6,1,NA,"bread",0,NA
"613",2,3247,62,13,8,2,6,1,NA,"flour",2,5
"614",2,3247,62,13,8,2,6,1,NA,"bread",0,NA
"615",240,3248,62,13,8,2,6,1,NA,"flour",1,5
"616",240,3248,62,13,8,2,6,1,NA,"bread",0,NA
"617",9,3249,62,13,8,2,6,1,NA,"flour",0,NA
"618",9,3249,62,13,8,2,6,1,NA,"bread",0,NA
"619",9,3250,62,13,8,2,6,1,NA,"flour",7,1
"620",9,3250,62,13,8,2,6,1,NA,"bread",7,5
"621",226,3251,62,13,8,2,6,1,NA,"flour",7,5
"622",226,3251,62,13,8,2,6,1,NA,"bread",0,NA
"623",10,3252,46,13,8,2,6,1,NA,"flour",1,5
"624",10,3252,46,13,8,2,6,1,NA,"bread",2,5
"625",9,3253,62,13,8,2,6,1,NA,"flour",2,5
"626",9,3253,62,13,8,2,6,1,NA,"bread",0,NA
"627",235,3254,1,13,8,2,6,1,NA,"flour",2,1
"628",235,3254,1,13,8,2,6,1,NA,"bread",0,NA
"629",6,3255,62,13,8,2,6,1,NA,"flour",7,5
"630",6,3255,62,13,8,2,6,1,NA,"bread",0,NA
"631",43,3256,62,13,8,2,6,1,NA,"flour",7,6
"632",43,3256,62,13,8,2,6,1,NA,"bread",0,NA
"633",6,3257,62,13,8,2,6,1,NA,"flour",1,5
"634",6,3257,62,13,8,2,6,1,NA,"bread",0,NA
"635",215,3258,62,13,8,2,6,1,NA,"flour",14,5
"636",215,3258,62,13,8,2,6,1,NA,"bread",0,NA
"637",43,3259,62,13,8,2,6,1,NA,"flour",7,5
"638",43,3259,62,13,8,2,6,1,NA,"bread",0,NA
"639",215,3260,62,13,8,2,6,1,NA,"flour",2,5
"640",215,3260,62,13,8,2,6,1,NA,"bread",0,NA
"641",43,3261,62,13,8,2,6,1,NA,"flour",7,1
"642",43,3261,62,13,8,2,6,1,NA,"bread",0,NA
"643",21,3262,62,13,8,2,6,1,NA,"flour",0,NA
"644",21,3262,62,13,8,2,6,1,NA,"bread",0,NA
"645",213,3263,62,13,8,2,6,1,NA,"flour",7,1
"646",213,3263,62,13,8,2,6,1,NA,"bread",0,NA
"647",215,3264,62,13,8,2,6,1,NA,"flour",7,5
"648",215,3264,62,13,8,2,6,1,NA,"bread",0,NA
"649",10,3265,62,13,8,2,6,1,NA,"flour",2,5
"650",10,3265,62,13,8,2,6,1,NA,"bread",0,NA
"651",10,3266,62,13,8,2,6,1,NA,"flour",0,NA
"652",10,3266,62,13,8,2,6,1,NA,"bread",0,NA
"653",214,3267,62,13,8,2,6,1,NA,"flour",7,1
"654",214,3267,62,13,8,2,6,1,NA,"bread",2,5
"655",57,3268,62,13,8,2,6,1,NA,"flour",0,NA
"656",57,3268,62,13,8,2,6,1,NA,"bread",0,NA
"657",228,3269,62,13,8,2,6,1,NA,"flour",2,1
"658",228,3269,62,13,8,2,6,1,NA,"bread",0,NA
"659",56,3270,62,13,8,2,6,1,NA,"flour",6,1
"660",56,3270,62,13,8,2,6,1,NA,"bread",0,NA
"661",57,3272,62,13,8,2,6,1,NA,"flour",2,1
"662",57,3272,62,13,8,2,6,1,NA,"bread",0,NA
"663",57,3273,62,13,8,2,6,1,NA,"flour",3,5
"664",57,3273,62,13,8,2,6,1,NA,"bread",0,NA
"665",56,3274,1,13,8,2,6,1,NA,"flour",4,1
"666",56,3274,1,13,8,2,6,1,NA,"bread",0,NA
"667",45,3275,1,13,8,2,6,1,NA,"flour",2,5
"668",45,3275,1,13,8,2,6,1,NA,"bread",0,NA
"669",21,3276,1,13,8,2,6,1,NA,"flour",0,NA
"670",21,3276,1,13,8,2,6,1,NA,"bread",0,NA
"671",18,3277,1,13,8,2,6,1,NA,"flour",2,1
"672",18,3277,1,13,8,2,6,1,NA,"bread",0,NA
"673",52,3278,1,13,8,2,6,1,NA,"flour",7,5
"674",52,3278,1,13,8,2,6,1,NA,"bread",3,5
"675",52,3279,1,13,8,2,6,1,NA,"flour",0,NA
"676",52,3279,1,13,8,2,6,1,NA,"bread",0,NA
"677",18,3280,1,13,8,2,6,1,NA,"flour",0,NA
"678",18,3280,1,13,8,2,6,1,NA,"bread",0,NA
"679",5,3281,1,13,8,2,6,1,NA,"flour",0,NA
"680",5,3281,1,13,8,2,6,1,NA,"bread",0,NA
"681",56,3282,1,13,8,2,6,1,NA,"flour",0,NA
"682",56,3282,1,13,8,2,6,1,NA,"bread",0,NA
"683",56,3283,1,13,8,2,6,1,NA,"flour",7,1
"684",56,3283,1,13,8,2,6,1,NA,"bread",0,NA
"685",21,3284,1,13,8,2,6,1,NA,"flour",1,5
"686",21,3284,1,13,8,2,6,1,NA,"bread",0,NA
"687",215,3286,62,13,8,2,6,1,NA,"flour",5,5
"688",215,3286,62,13,8,2,6,1,NA,"bread",0,NA
"689",205,3287,62,13,8,2,6,1,NA,"flour",7,1
"690",205,3287,62,13,8,2,6,1,NA,"bread",0,NA
"691",226,3288,62,13,8,2,6,1,NA,"flour",7,1
"692",226,3288,62,13,8,2,6,1,NA,"bread",0,NA
"693",220,3289,62,13,8,2,6,1,NA,"flour",2,1
"694",220,3289,62,13,8,2,6,1,NA,"bread",0,NA
"695",21,3291,62,13,8,2,6,1,NA,"flour",0,NA
"696",21,3291,62,13,8,2,6,1,NA,"bread",0,NA
"697",21,3292,62,13,8,2,6,1,NA,"flour",7,5
"698",21,3292,62,13,8,2,6,1,NA,"bread",0,NA
"699",210,3293,62,13,8,2,6,1,NA,"flour",3,1
"700",210,3293,62,13,8,2,6,1,NA,"bread",0,NA
"701",56,3294,62,13,8,2,6,1,NA,"flour",5,5
"702",56,3294,62,13,8,2,6,1,NA,"bread",0,NA
"703",1,3297,82,13,8,2,6,1,NA,"flour",7,5
"704",1,3297,82,13,8,2,6,1,NA,"bread",0,NA
"705",202,3298,82,13,8,2,6,1,NA,"flour",0,NA
"706",202,3298,82,13,8,2,6,1,NA,"bread",0,NA
"707",215,3299,82,13,8,2,6,1,NA,"flour",5,5
"708",215,3299,82,13,8,2,6,1,NA,"bread",0,NA
"709",240,3301,82,13,8,2,6,1,NA,"flour",7,5
"710",240,3301,82,13,8,2,6,1,NA,"bread",2,5
"711",235,3303,82,13,8,2,6,1,NA,"flour",7,1
"712",235,3303,82,13,8,2,6,1,NA,"bread",1,5
"713",46,3304,82,13,8,2,6,1,NA,"flour",7,1
"714",46,3304,82,13,8,2,6,1,NA,"bread",0,NA
"715",16,3305,82,13,8,2,6,1,NA,"flour",2,5
"716",16,3305,82,13,8,2,6,1,NA,"bread",0,NA
"717",16,3306,82,13,8,2,6,1,NA,"flour",3,5
"718",16,3306,82,13,8,2,6,1,NA,"bread",0,NA
"719",46,3307,82,13,8,2,6,1,NA,"flour",7,5
"720",46,3307,82,13,8,2,6,1,NA,"bread",7,5
"721",1,3308,82,13,8,2,6,1,NA,"flour",3,5
"722",1,3308,82,13,8,2,6,1,NA,"bread",0,NA
"723",62,3309,46,13,8,2,6,1,NA,"flour",14,1
"724",62,3309,46,13,8,2,6,1,NA,"bread",0,NA
"725",62,3311,46,13,8,2,6,1,NA,"flour",10,1
"726",62,3311,46,13,8,2,6,1,NA,"bread",0,NA
"727",4,3312,46,13,8,2,6,1,NA,"flour",7,5
"728",4,3312,46,13,8,2,6,1,NA,"bread",0,NA
"729",62,3313,46,13,8,2,6,1,NA,"flour",3,5
"730",62,3313,46,13,8,2,6,1,NA,"bread",0,NA
"731",229,3317,82,13,8,2,6,1,NA,"flour",7,1
"732",229,3317,82,13,8,2,6,1,NA,"bread",0,NA
"733",210,3318,82,13,8,2,6,1,NA,"flour",4,1
"734",210,3318,82,13,8,2,6,1,NA,"bread",0,NA
"735",224,3319,82,13,8,2,6,1,NA,"flour",2,1
"736",224,3319,82,13,8,2,6,1,NA,"bread",1,5
"737",243,3320,82,13,8,2,6,1,NA,"flour",0,NA
"738",243,3320,82,13,8,2,6,1,NA,"bread",0,NA
"739",235,3321,82,13,8,2,6,1,NA,"flour",3,1
"740",235,3321,82,13,8,2,6,1,NA,"bread",0,NA
"741",242,3322,82,13,8,2,6,1,NA,"flour",0,NA
"742",242,3322,82,13,8,2,6,1,NA,"bread",0,NA
"743",224,3323,82,13,8,2,6,1,NA,"flour",3,1
"744",224,3323,82,13,8,2,6,1,NA,"bread",2,5
"745",212,3324,82,13,8,2,6,1,NA,"flour",0,NA
"746",212,3324,82,13,8,2,6,1,NA,"bread",0,NA
"747",224,3325,82,13,8,2,6,1,NA,"flour",1,1
"748",224,3325,82,13,8,2,6,1,NA,"bread",0,NA
"749",218,3326,82,13,8,2,6,1,NA,"flour",0,NA
"750",218,3326,82,13,8,2,6,1,NA,"bread",0,NA
"751",205,3327,82,13,8,2,6,1,NA,"flour",5,1
"752",205,3327,82,13,8,2,6,1,NA,"bread",0,NA
"753",216,3328,82,13,8,2,6,1,NA,"flour",0,NA
"754",216,3328,82,13,8,2,6,1,NA,"bread",0,NA
"755",202,3329,82,13,8,2,6,1,NA,"flour",0,NA
"756",202,3329,82,13,8,2,6,1,NA,"bread",0,NA
"757",224,3330,82,13,8,2,6,1,NA,"flour",1,1
"758",224,3330,82,13,8,2,6,1,NA,"bread",0,NA
"759",202,3331,82,13,8,2,6,1,NA,"flour",7,1
"760",202,3331,82,13,8,2,6,1,NA,"bread",0,NA
"761",222,3332,82,13,8,2,6,1,NA,"flour",7,5
"762",222,3332,82,13,8,2,6,1,NA,"bread",0,NA
"763",242,3333,82,13,8,2,6,1,NA,"flour",0,NA
"764",242,3333,82,13,8,2,6,1,NA,"bread",0,NA
"765",245,3334,82,13,8,2,6,1,NA,"flour",7,5
"766",245,3334,82,13,8,2,6,1,NA,"bread",7,5
"767",235,3336,82,13,8,2,6,1,NA,"flour",5,1
"768",235,3336,82,13,8,2,6,1,NA,"bread",0,NA
"769",234,3337,82,13,8,2,6,1,NA,"flour",4,1
"770",234,3337,82,13,8,2,6,1,NA,"bread",0,NA
"771",213,3338,82,13,8,2,6,1,NA,"flour",5,1
"772",213,3338,82,13,8,2,6,1,NA,"bread",0,NA
"773",211,3339,82,13,8,2,6,1,NA,"flour",0,NA
"774",211,3339,82,13,8,2,6,1,NA,"bread",2,5
"775",227,3340,82,13,8,2,6,1,NA,"flour",5,1
"776",227,3340,82,13,8,2,6,1,NA,"bread",0,NA
"777",212,3341,82,13,8,2,6,1,NA,"flour",4,1
"778",212,3341,82,13,8,2,6,1,NA,"bread",0,NA
"779",224,3342,82,13,8,2,6,1,NA,"flour",5,1
"780",224,3342,82,13,8,2,6,1,NA,"bread",1,5
"781",235,3343,82,13,8,2,6,1,NA,"flour",1,5
"782",235,3343,82,13,8,2,6,1,NA,"bread",0,NA
"783",240,3344,82,13,8,2,6,1,NA,"flour",7,1
"784",240,3344,82,13,8,2,6,1,NA,"bread",0,NA
"785",227,3345,82,13,8,2,6,1,NA,"flour",7,1
"786",227,3345,82,13,8,2,6,1,NA,"bread",0,NA
"787",216,3346,1,13,8,2,6,1,NA,"flour",4,1
"788",216,3346,1,13,8,2,6,1,NA,"bread",0,NA
"789",220,3349,82,13,8,2,6,1,NA,"flour",3,5
"790",220,3349,82,13,8,2,6,1,NA,"bread",0,NA
"791",215,3350,82,13,8,2,6,1,NA,"flour",3,1
"792",215,3350,82,13,8,2,6,1,NA,"bread",0,NA
"793",215,3351,82,13,8,2,6,1,NA,"flour",4,5
"794",215,3351,82,13,8,2,6,1,NA,"bread",0,NA
"795",213,3352,82,13,8,2,6,1,NA,"flour",2,1
"796",213,3352,82,13,8,2,6,1,NA,"bread",0,NA
"797",242,3354,82,13,8,2,6,1,NA,"flour",0,NA
"798",242,3354,82,13,8,2,6,1,NA,"bread",0,NA
"799",202,3355,82,13,8,2,6,1,NA,"flour",2,5
"800",202,3355,82,13,8,2,6,1,NA,"bread",0,NA
"801",216,3356,82,13,8,2,6,1,NA,"flour",7,1
"802",216,3356,82,13,8,2,6,1,NA,"bread",0,NA
"803",234,3357,82,13,8,2,6,1,NA,"flour",1,1
"804",234,3357,82,13,8,2,6,1,NA,"bread",0,NA
"805",220,3359,82,13,8,2,6,1,NA,"flour",3,5
"806",220,3359,82,13,8,2,6,1,NA,"bread",0,NA
"807",3,3360,46,14,5,2,6,1,NA,"flour",4,5
"808",3,3360,46,14,5,2,6,1,NA,"bread",0,NA
"809",3,3361,46,13,8,2,6,1,NA,"flour",3,5
"810",3,3361,46,13,8,2,6,1,NA,"bread",0,NA
"811",3,3362,46,13,8,2,6,1,NA,"flour",2,5
"812",3,3362,46,13,8,2,6,1,NA,"bread",1,5
"813",19,3363,46,13,8,2,6,1,NA,"flour",2,5
"814",19,3363,46,13,8,2,6,1,NA,"bread",0,NA
"815",224,3364,46,13,8,2,6,1,NA,"flour",5,1
"816",224,3364,46,13,8,2,6,1,NA,"bread",2,5
"817",19,3365,46,13,8,2,6,1,NA,"flour",2,5
"818",19,3365,46,13,8,2,6,1,NA,"bread",0,NA
"819",19,3366,46,13,8,2,6,1,NA,"flour",1,5
"820",19,3366,46,13,8,2,6,1,NA,"bread",0,NA
"821",51,3367,46,13,8,2,6,1,NA,"flour",0,NA
"822",51,3367,46,13,8,2,6,1,NA,"bread",0,NA
"823",213,3368,46,13,8,2,6,1,NA,"flour",7,1
"824",213,3368,46,13,8,2,6,1,NA,"bread",0,NA
"825",51,3369,46,13,8,2,6,1,NA,"flour",0,NA
"826",51,3369,46,13,8,2,6,1,NA,"bread",0,NA
"827",51,3370,46,13,8,2,6,1,NA,"flour",2,5
"828",51,3370,46,13,8,2,6,1,NA,"bread",0,NA
"829",4,3371,46,13,8,2,6,1,NA,"flour",0,NA
"830",4,3371,46,13,8,2,6,1,NA,"bread",0,NA
"831",4,3372,46,13,8,2,6,1,NA,"flour",2,5
"832",4,3372,46,13,8,2,6,1,NA,"bread",2,5
"833",3,3373,46,13,8,2,6,1,NA,"flour",0,NA
"834",3,3373,46,13,8,2,6,1,NA,"bread",0,NA
"835",4,3376,46,13,8,2,6,1,NA,"flour",0,NA
"836",4,3376,46,13,8,2,6,1,NA,"bread",3,5
"837",202,3378,46,13,8,2,6,1,NA,"flour",4,1
"838",202,3378,46,13,8,2,6,1,NA,"bread",0,NA
"839",19,3379,46,13,8,2,6,1,NA,"flour",2,5
"840",19,3379,46,13,8,2,6,1,NA,"bread",0,NA
"841",235,3380,46,13,8,2,6,1,NA,"flour",1,5
"842",235,3380,46,13,8,2,6,1,NA,"bread",0,NA
"843",19,3381,46,13,8,2,6,1,NA,"flour",2,5
"844",19,3381,46,13,8,2,6,1,NA,"bread",0,NA
"845",61,3382,46,13,8,2,6,1,NA,"flour",2,5
"846",61,3382,46,13,8,2,6,1,NA,"bread",2,5
"847",2,3383,1,13,8,2,6,1,NA,"flour",7,5
"848",2,3383,1,13,8,2,6,1,NA,"bread",4,5
"849",2,3384,1,13,8,2,6,1,NA,"flour",0,NA
"850",2,3384,1,13,8,2,6,1,NA,"bread",0,NA
"851",21,3386,1,13,8,2,6,1,NA,"flour",0,NA
"852",21,3386,1,13,8,2,6,1,NA,"bread",0,NA
"853",21,3388,1,13,8,2,6,1,NA,"flour",0,NA
"854",21,3388,1,13,8,2,6,1,NA,"bread",0,NA
"855",37,3389,1,13,8,2,6,1,NA,"flour",1,1
"856",37,3389,1,13,8,2,6,1,NA,"bread",7,5
"857",242,3391,46,13,8,2,6,1,NA,"flour",3,1
"858",242,3391,46,13,8,2,6,1,NA,"bread",0,NA
"859",242,3392,82,13,8,2,6,1,NA,"flour",0,NA
"860",242,3392,82,13,8,2,6,1,NA,"bread",0,NA
"861",211,3395,46,13,8,2,6,1,NA,"flour",3,1
"862",211,3395,46,13,8,2,6,1,NA,"bread",1,5
"863",234,3397,46,13,8,2,6,1,NA,"flour",2,5
"864",234,3397,46,13,8,2,6,1,NA,"bread",1,5
"865",3,3398,46,13,8,2,6,1,NA,"flour",0,NA
"866",3,3398,46,13,8,2,6,1,NA,"bread",0,NA
"867",226,3399,82,13,8,2,6,1,NA,"flour",7,5
"868",226,3399,82,13,8,2,6,1,NA,"bread",0,NA
"869",211,3400,82,13,8,2,6,1,NA,"flour",0,NA
"870",211,3400,82,13,8,2,6,1,NA,"bread",0,NA
"871",10,3403,113,14,5,2,6,1,NA,"flour",0,NA
"872",10,3403,113,14,5,2,6,1,NA,"bread",0,NA
"873",10,3404,61,14,5,2,6,1,NA,"flour",1,5
"874",10,3404,61,14,5,2,6,1,NA,"bread",1,5
"875",10,3405,113,14,5,2,6,1,NA,"flour",3,5
"876",10,3405,113,14,5,2,6,1,NA,"bread",0,NA
"877",6,3406,113,14,5,2,6,1,NA,"flour",2,5
"878",6,3406,113,14,5,2,6,1,NA,"bread",0,NA
"879",56,3407,113,14,5,2,6,1,NA,"flour",7,1
"880",56,3407,113,14,5,2,6,1,NA,"bread",0,NA
"881",10,3408,113,14,5,2,6,1,NA,"flour",1,5
