"","ID_03","ID_05","ID_06","ID_07","ID_08","ID_09","ID_10","ID_10_CONFIRM","ID_10_CORRECTED","INC_01","INC_02","INC_03","INC_04","INC_06","INC_10","INC_11","INC_12","AA01_1","AA01_2","AA02_1","AA02_2","EXP25_1","EXP25_2","EXP26_1","EXP26_2","key","formdef_version","duration","submissionday"
"301",226,3241,62,13,8,2,6,1,NA,0,"0",0,0,0,0,31500,108000,0,0,NA,NA,7,0,1,NA,"uuid:35627aa6-e81f-4856-8506-dc707b6aff46",2305021814,90.8833312988281,2021-09-17
"302",9,3242,62,13,8,2,6,1,NA,0,"0",0,0,0,0,0,20000,0,1,NA,1,4,0,5,NA,"uuid:7ea21cec-c979-4e5c-9859-9cefe1c56aca",2305021814,90.1166687011719,2021-09-17
"303",23,3243,62,13,8,2,6,1,NA,3000,"0",0,0,0,0,6000,21000,0,0,NA,NA,2,0,5,NA,"uuid:2be53402-d712-4599-a7fe-62b91ec6c9f5",2305021814,148.683334350586,2021-09-17
"304",56,3244,62,13,8,2,6,1,NA,0,"70000",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"uuid:0eb9e90d-ce8f-4867-a8bf-b026aa5f4285",2305021814,71.716667175293,2021-09-17
"305",23,3245,62,13,8,2,6,1,NA,150000,"30000",0,0,0,0,0,0,0,0,NA,NA,2,0,1,NA,"uuid:d074050e-4013-4798-888e-e8c57118fd6a",2305021814,95.1166687011719,2021-09-17
"306",23,3246,62,13,8,2,6,1,NA,10000,"2000",0,0,0,0,15000,130000,0,0,NA,NA,3,0,5,NA,"uuid:5fe15db1-5adb-4d61-acf8-b7c425077bbd",2305021814,132.91667175293,2021-09-17
"307",2,3247,62,13,8,2,6,1,NA,-88,"40000",0,0,0,0,0,40000,0,0,NA,NA,2,0,5,NA,"uuid:cd939532-f6ef-4086-a1bf-6f91b93d4b04",2305021814,76.0833358764648,2021-09-17
"308",240,3248,62,13,8,2,6,1,NA,0,"0",0,0,0,0,18000,0,0,0,NA,NA,1,0,5,NA,"uuid:5a1559c8-4f75-4683-a264-fad99206cd86",2305021814,105.683334350586,2021-09-17
"309",9,3249,62,13,8,2,6,1,NA,0,"0",0,0,0,0,0,280000,0,1,NA,1,0,0,NA,NA,"uuid:d77cef3c-1dd9-4ac7-ada5-5ab75750dbf2",2305021814,73.2666702270508,2021-09-17
"310",9,3250,62,13,8,2,6,1,NA,0,"0",0,0,0,0,0,1e+05,0,0,NA,NA,7,7,1,5,"uuid:c8527334-56e9-407a-9ecf-7cd006dd797b",2305021814,91.4166641235352,2021-09-17
"311",226,3251,62,13,8,2,6,1,NA,0,"50000",10000,0,0,0,265000,0,0,0,NA,NA,7,0,5,NA,"uuid:bad0cd3d-168f-4b5e-a402-404b7171e0d1",2305021814,111.566665649414,2021-09-17
"312",10,3252,46,13,8,2,6,1,NA,0,"0",0,0,0,0,9000,150000,0,0,NA,NA,1,2,5,5,"uuid:5b48b23a-5db8-49e5-bd2c-e7f555184858",2305021814,112.966667175293,2021-09-17
"313",9,3253,62,13,8,2,6,1,NA,0,"0",0,0,0,0,0,0,0,0,NA,NA,2,0,5,NA,"uuid:5992ca62-65c3-4b98-8058-b77ac49e15d0",2305021814,76.6666641235352,2021-09-17
"314",235,3254,1,13,8,2,6,1,NA,0,"0",0,0,0,0,66000,70000,1,0,1,NA,2,0,1,NA,"uuid:3c63f924-02f1-466a-bd1a-99e563c5a28e",2305021814,98.4000015258789,2021-09-17
"315",6,3255,62,13,8,2,6,1,NA,0,"150000",0,0,0,0,0,36000,1,0,1,NA,7,0,5,NA,"uuid:854a575a-d59e-4e29-807c-eb15e462a640",2305021814,112.349998474121,2021-09-17
"316",43,3256,62,13,8,2,6,1,NA,0,"50000",0,0,5,0,35000,0,0,0,NA,NA,7,0,6,NA,"uuid:f8cfe44c-3d2d-4c8e-8654-4985f6cd379b",2305021814,103.633331298828,2021-09-17
"317",6,3257,62,13,8,2,6,1,NA,12000,"0",0,0,0,0,12000,1e+05,0,0,NA,NA,1,0,5,NA,"uuid:d62ccc96-87dd-4e8d-a3b1-015a632dc46f",2305021814,101.266670227051,2021-09-17
"318",215,3258,62,13,8,2,6,1,NA,0,"0",0,0,0,0,2430275,24000,0,0,NA,NA,14,0,5,NA,"uuid:89055936-4d16-447c-9ded-5ab3674ba621",2305021814,87.4000015258789,2021-09-17
"319",43,3259,62,13,8,2,6,1,NA,0,"0",0,0,0,0,7500,1e+05,0,0,NA,NA,7,0,5,NA,"uuid:da68813b-3c8b-4b89-a456-e4977b48bde8",2107051720,183.716659545898,2021-09-17
"320",215,3260,62,13,8,2,6,1,NA,0,"50000",0,0,20000,0,0,1e+05,0,0,NA,NA,2,0,5,NA,"uuid:87415e4d-f690-473c-952f-df80fd27a637",2305021814,104.216667175293,2021-09-17
"321",43,3261,62,13,8,2,6,1,NA,20000,"200000",0,0,80000,0,0,1e+05,0,0,NA,NA,7,0,1,NA,"uuid:f51140be-0f80-4c08-9c31-c611867c1b2d",2305021814,72.466667175293,2021-09-17
"322",21,3262,62,13,8,2,6,1,NA,0,"0",0,0,0,0,35000,0,0,0,NA,NA,0,0,NA,NA,"uuid:8cca7687-fc11-4407-a79c-7d848b7ad4f9",2305021814,147.433334350586,2021-09-17
"323",213,3263,62,13,8,2,6,1,NA,20000,"0",0,0,0,0,0,50000,0,0,NA,NA,7,0,1,NA,"uuid:37d4e09e-0d13-45e9-9744-d75b207025db",2305021814,116.400001525879,2021-09-18
"324",215,3264,62,13,8,2,6,1,NA,75000,"35000",20000,0,0,0,40000,43000,0,0,NA,NA,7,0,5,NA,"uuid:dfa385ee-9698-409a-91bc-b7a5e450cd57",2305021814,81.1666641235352,2021-09-18
"325",10,3265,62,13,8,2,6,1,NA,0,"0",0,0,0,0,0,80000,0,0,NA,NA,2,0,5,NA,"uuid:adf66172-b474-429b-954c-5ca9fef07e58",2305021814,142.399993896484,2021-09-18
"326",10,3266,62,13,8,2,6,1,NA,0,"0",0,0,0,0,0,20000,0,0,NA,NA,0,0,NA,NA,"uuid:7c13418a-8f90-488b-a0ae-c55f044fdf3b",2305021814,164.399993896484,2021-09-18
"327",214,3267,62,13,8,2,6,1,NA,0,"0",0,0,0,0,5000,32000,0,0,NA,NA,7,2,1,5,"uuid:465f28ae-5730-4ff5-9f69-a2ce5309fe1e",2305021814,122.266670227051,2021-09-18
"328",57,3268,62,13,8,2,6,1,NA,0,"0",0,0,0,0,1e+05,0,0,0,NA,NA,0,0,NA,NA,"uuid:c04c5a4a-05f2-4c65-b6a9-169aab8e0819",2305021814,131.199996948242,2021-09-18
"329",228,3269,62,13,8,2,6,1,NA,430000,"56000",0,0,0,0,130000,73000,0,0,NA,NA,2,0,1,NA,"uuid:64a65390-f3e9-41c5-bf96-403107a0d349",2305021814,132.133331298828,2021-09-18
"330",56,3270,62,13,8,2,6,1,NA,25000,"0",0,0,0,0,0,0,0,0,NA,NA,6,0,1,NA,"uuid:956ec624-bec3-4d34-a0db-da1a437ad36a",2305021814,131,2021-09-18
"331",57,3272,62,13,8,2,6,1,NA,30000,"0",0,0,0,0,1e+05,60000,0,0,NA,NA,2,0,1,NA,"uuid:b6cd381f-31b9-45d5-b712-3370e44e67a6",2305021814,119.400001525879,2021-09-18
"332",57,3273,62,13,8,2,6,1,NA,0,"0",5000,0,0,0,0,44000,0,0,NA,NA,3,0,5,NA,"uuid:a2a724a1-e3bd-4156-9e2f-87517f897321",2305021814,89.4499969482422,2021-09-18
"333",56,3274,1,13,8,2,6,1,NA,27000,"0",0,0,0,0,0,0,0,0,NA,NA,4,0,1,NA,"uuid:84b0e7bf-ea8e-4084-a4a7-0f7045877be0",2305021814,117.916664123535,2021-09-18
"334",45,3275,1,13,8,2,6,1,NA,1e+05,"0",0,0,0,0,1e+05,1e+05,0,0,NA,NA,2,0,5,NA,"uuid:60b7b7f3-51df-4f66-acf9-a09c042795f3",2305021814,138.399993896484,2021-09-18
"335",21,3276,1,13,8,2,6,1,NA,0,"0",0,0,0,0,75000,0,0,0,NA,NA,0,0,NA,NA,"uuid:6cc67366-f198-4152-9947-f620f1c2f800",2305021814,99.3000030517578,2021-09-18
"336",18,3277,1,13,8,2,6,1,NA,15000,"0",0,0,0,0,30000,0,0,0,NA,NA,2,0,1,NA,"uuid:277c9c7b-1fc3-480b-b838-07c91f97fd05",2305021814,90.1166687011719,2021-09-18
"337",52,3278,1,13,8,2,6,1,NA,0,"0",0,0,0,0,0,30000,0,1,NA,3,7,3,5,5,"uuid:85e594da-3f29-4e52-bf59-38be0a426f57",2305021814,79.466667175293,2021-09-18
"338",52,3279,1,13,8,2,6,1,NA,0,"0",0,0,0,0,0,40000,0,0,NA,NA,0,0,NA,NA,"uuid:5c196ff4-b8c1-44d5-ab97-d11ab838c745",2305021814,157.533340454102,2021-09-18
"339",18,3280,1,13,8,2,6,1,NA,0,"0",0,0,0,0,40000,0,0,0,NA,NA,0,0,NA,NA,"uuid:e194ad35-fd0c-4659-b145-3e75db485ad6",2305021814,109.900001525879,2021-09-18
"340",5,3281,1,13,8,2,6,1,NA,0,"0",0,0,0,0,0,1e+05,0,0,NA,NA,0,0,NA,NA,"uuid:dbee498c-1fd6-46dd-8f77-1104985cfddb",2305021814,92.1333312988281,2021-09-19
"341",56,3282,1,13,8,2,6,1,NA,45000,"0",0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,"uuid:957166a6-1cba-4509-8e48-a83cfaf68073",2305021814,123.416664123535,2021-09-19
"342",56,3283,1,13,8,2,6,1,NA,20000,"0",0,0,0,0,0,0,0,0,NA,NA,7,0,1,NA,"uuid:8375b8ed-b009-4d89-813a-430183e491c6",2305021814,113.166664123535,2021-09-19
"343",21,3284,1,13,8,2,6,1,NA,0,"0",0,0,0,0,85000,0,0,0,NA,NA,1,0,5,NA,"uuid:8a7b4124-cc47-4b50-9127-67b91794d699",2305021814,92.8000030517578,2021-09-19
"344",215,3286,62,13,8,2,6,1,NA,15000,"0",0,0,0,0,0,80000,0,0,NA,NA,5,0,5,NA,"uuid:98e9fac1-3364-4a3a-ab51-08c630578f38",2305021814,216.850006103516,2021-09-19
"345",205,3287,62,13,8,2,6,1,NA,40000,"0",0,0,0,0,20000,0,0,0,NA,NA,7,0,1,NA,"uuid:7651b75e-51e1-475e-aa58-4b1641ec06e2",2305021814,93.5666656494141,2021-09-19
"346",226,3288,62,13,8,2,6,1,NA,0,"0",0,0,0,0,78000,0,0,0,NA,NA,7,0,1,NA,"uuid:865356a0-8010-490f-8d55-0dc3a4d332c3",2305021814,176.75,2021-09-19
"347",220,3289,62,13,8,2,6,1,NA,70000,"0",0,0,0,0,0,1e+05,0,0,NA,NA,2,0,1,NA,"uuid:6567209d-9419-4141-bfff-3816c214ad92",2305021814,81.3666687011719,2021-09-19
"348",21,3291,62,13,8,2,6,1,NA,0,"0",0,0,0,0,45000,40000,0,0,NA,NA,0,0,NA,NA,"uuid:d244e980-cbcd-485f-bf1b-aded62952646",2305021814,122.666664123535,2021-09-19
"349",21,3292,62,13,8,2,6,1,NA,0,"0",0,0,0,0,45000,65000,0,0,NA,NA,7,0,5,NA,"uuid:40f6d295-e617-4b64-b9ce-216fe414bf3d",2305021814,231.233337402344,2021-09-19
"350",210,3293,62,13,8,2,6,1,NA,0,"0",0,0,0,0,121400,30000,0,0,NA,NA,3,0,1,NA,"uuid:9ebe5508-fc27-4167-b771-a718ee6a4942",2305021814,132.766662597656,2021-09-19
"351",56,3294,62,13,8,2,6,1,NA,150000,"15000",0,0,0,0,0,50000,0,0,NA,NA,5,0,5,NA,"uuid:1cf8139b-88c3-4d82-9e8b-8001e1cbec63",2305021814,146.533340454102,2021-09-19
"352",1,3297,82,13,8,2,6,1,NA,0,"50000",0,0,0,0,30000,60000,1,0,1,NA,7,0,5,NA,"uuid:5ebe6b81-2753-4870-ae21-ec495d718b46",2305021814,159.016662597656,2021-09-19
"353",202,3298,82,13,8,2,6,1,NA,0,"40000",0,0,4000,0,50000,1e+05,0,0,NA,NA,0,0,NA,NA,"uuid:820c7232-de34-4d5e-8898-0c544be25f69",2305021814,166.283340454102,2021-09-19
"354",215,3299,82,13,8,2,6,1,NA,156000,"50000",0,2e+06,50000,0,180000,0,1,0,1,NA,5,0,5,NA,"uuid:91a7a053-06ea-4ee4-ab12-b2f778d56a51",2305021814,141.16667175293,2021-09-19
"355",240,3301,82,13,8,2,6,1,NA,0,"11200000",0,0,0,0,84000,0,0,0,NA,NA,7,2,5,5,"uuid:bf2d2bf9-8a44-47b6-be28-6b851c0c38d5",2305021814,73.6166687011719,2021-09-19
"356",235,3303,82,13,8,2,6,1,NA,0,"50",0,0,0,0,0,0,0,0,NA,NA,7,1,1,5,"uuid:989e6687-2860-4ace-ab07-61f2321df794",2305021814,210.199996948242,2021-09-20
"357",46,3304,82,13,8,2,6,1,NA,0,"48000",0,0,0,0,5000,1e+05,0,0,NA,NA,7,0,1,NA,"uuid:fac663dc-4055-41ef-af72-224bfd99343b",2305021814,99.0666656494141,2021-09-20
"358",16,3305,82,13,8,2,6,1,NA,0,"10000",0,0,0,0,30000,0,0,0,NA,NA,2,0,5,NA,"uuid:369afa75-f94f-492f-9585-a8914d08a5e8",2305021814,125.800003051758,2021-09-20
"359",16,3306,82,13,8,2,6,1,NA,30000,"0",0,0,0,0,40000,50000,0,0,NA,NA,3,0,5,NA,"uuid:66cb83d8-63cc-483c-867a-d9a9ab182696",2305021814,75.783332824707,2021-09-20
"360",46,3307,82,13,8,2,6,1,NA,0,"70000",0,0,0,0,2e+05,0,0,0,NA,NA,7,7,5,5,"uuid:012d69dd-9075-410b-8a81-00871c7b5ce1",2305021814,182.199996948242,2021-09-20
"361",1,3308,82,13,8,2,6,1,NA,0,"300000",0,0,0,0,0,2e+05,1,0,1,NA,3,0,5,NA,"uuid:7b3b4e02-3f69-4038-b6df-6f74c85e16b2",2305021814,110.650001525879,2021-09-20
"362",62,3309,46,13,8,2,6,1,NA,150000,"50000",0,0,0,0,0,150000,0,0,NA,NA,14,0,1,NA,"uuid:547cf8b6-81f1-47f3-8456-db25da874d76",2305021814,245.316665649414,2021-09-20
"363",62,3311,46,13,8,2,6,1,NA,125000,"0",0,0,0,0,0,60000,0,0,NA,NA,10,0,1,NA,"uuid:03f06cd4-d124-47aa-b7a2-2a25c5a27ec8",2305021814,180.16667175293,2021-09-20
"364",4,3312,46,13,8,2,6,1,NA,0,"0",0,0,0,0,0,0,0,0,NA,NA,7,0,5,NA,"uuid:53e51088-eafd-4e5b-b749-aa9d538b6751",2305021814,214.816665649414,2021-09-20
"365",62,3313,46,13,8,2,6,1,NA,0,"0",0,0,0,0,0,61000,0,0,NA,NA,3,0,5,NA,"uuid:b2634963-efdd-41e8-a2a3-b27328cb2285",2305021814,91.1166687011719,2021-09-20
"366",229,3317,82,13,8,2,6,1,NA,1e+05,"0",0,0,0,0,20000,0,1,0,1,NA,7,0,1,NA,"uuid:4e0603ad-cfc8-4d98-b27a-ae17b2b639ca",2305021814,138.733337402344,2021-09-20
"367",210,3318,82,13,8,2,6,1,NA,0,"0",0,5e+05,0,0,3e+05,50000,1,0,1,NA,4,0,1,NA,"uuid:dd51f801-e017-4e3a-99a9-7971e474f839",2305021814,112.166664123535,2021-09-20
"368",224,3319,82,13,8,2,6,1,NA,25000,"0",0,0,0,0,0,0,0,0,NA,NA,2,1,1,5,"uuid:2ffd8bdc-07f3-4694-9051-7f460a3160a8",2305021814,83.4333343505859,2021-09-20
"369",243,3320,82,13,8,2,6,1,NA,0,"0",0,0,0,0,150000,250000,0,0,NA,NA,0,0,NA,NA,"uuid:a9b3bd19-4326-4822-a758-030368b0b816",2305021814,127.466667175293,2021-09-20
"370",235,3321,82,13,8,2,6,1,NA,0,"0",0,0,0,0,4000,0,0,0,NA,NA,3,0,1,NA,"uuid:d9297ba5-882c-4a70-ad9c-a5e440cf4454",2305021814,227.566665649414,2021-09-20
"371",242,3322,82,13,8,2,6,1,NA,0,"0",0,0,0,0,37500,140,0,0,NA,NA,0,0,NA,NA,"uuid:7717fce1-6aa5-4ff8-8861-841d289c9d38",2305021814,176.183334350586,2021-09-20
"372",224,3323,82,13,8,2,6,1,NA,20000,"0",0,0,10000,0,212000,140000,0,0,NA,NA,3,2,1,5,"uuid:5d6d7b06-4c71-491e-975d-b0006698e05b",2305021814,80.6500015258789,2021-09-20
"373",212,3324,82,13,8,2,6,1,NA,0,"0",0,0,0,0,10000,0,0,0,NA,NA,0,0,NA,NA,"uuid:d4e898c2-1c39-41f9-97fe-de5a09266854",2305021814,114.25,2021-09-20
"374",224,3325,82,13,8,2,6,1,NA,4e+05,"0",0,0,0,0,20000,2e+05,0,0,NA,NA,1,0,1,NA,"uuid:5a4dd5aa-a560-465b-a844-eddf735ce433",2305021814,109.883331298828,2021-09-20
"375",218,3326,82,13,8,2,6,1,NA,153600,"40000",0,0,5000,0,20000,50000,1,0,1,NA,0,0,NA,NA,"uuid:db766f61-89a4-4569-a09a-47ee2503f55e",2305021814,112.616668701172,2021-09-20
"376",205,3327,82,13,8,2,6,1,NA,0,"100000",0,0,0,0,17000,630000,0,0,NA,NA,5,0,1,NA,"uuid:e9404e0e-f1bb-42b1-8fbc-c6acec6fb1fc",2305021814,188.66667175293,2021-09-20
"377",216,3328,82,13,8,2,6,1,NA,0,"0",0,0,0,0,72000,3e+05,0,0,NA,NA,0,0,NA,NA,"uuid:4c94b9c0-9957-4e51-9061-0ca6e37f2626",2305021814,71.7666702270508,2021-09-20
"378",202,3329,82,13,8,2,6,1,NA,0,"0",0,0,40000,0,60000,0,0,0,NA,NA,0,0,NA,NA,"uuid:a0e6868a-6a5e-413b-9683-60b899da6a17",2305021814,103.066665649414,2021-09-20
"379",224,3330,82,13,8,2,6,1,NA,0,"0",0,0,0,0,0,60000,0,0,NA,NA,1,0,1,NA,"uuid:583b8d6e-9f96-47bb-84bf-4fd5f88146fb",2107051720,162.199996948242,2021-09-21
"380",202,3331,82,13,8,2,6,1,NA,0,"20000",0,0,36000,0,35000,50000,0,0,NA,NA,7,0,1,NA,"uuid:89f17597-0a88-48f6-8df5-6f3320c0f50c",2305021814,61.6166648864746,2021-09-21
"381",222,3332,82,13,8,2,6,1,NA,25000,"0",0,0,0,0,10000,0,0,0,NA,NA,7,0,5,NA,"uuid:77524c01-9599-436d-9e23-83f5205350e3",2305021814,130.783340454102,2021-09-21
"382",242,3333,82,13,8,2,6,1,NA,0,"0",0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,"uuid:16f2e814-215e-48b6-b95f-ce0b7113794a",2305021814,143.899993896484,2021-09-21
"383",245,3334,82,13,8,2,6,1,NA,0,"0",0,0,0,0,0,0,0,0,NA,NA,7,7,5,5,"uuid:75f26838-2eaf-48f2-9999-75a13b2e42f5",2305021814,61.9166679382324,2021-09-21
"384",235,3336,82,13,8,2,6,1,NA,75000,"0",0,0,0,0,90000,75000,0,0,NA,NA,5,0,1,NA,"uuid:cc3f8275-3ea4-4f72-afc9-aba3b82763c2",2305021814,73.783332824707,2021-09-21
"385",234,3337,82,13,8,2,6,1,NA,0,"50000",0,0,2e+05,0,3e+05,60000,0,1,NA,1,4,0,1,NA,"uuid:d695def5-db3f-4c7d-929b-22c236f2e809",2305021814,96.5666656494141,2021-09-21
"386",213,3338,82,13,8,2,6,1,NA,50000,"0",0,0,3000,0,20000,1e+05,0,0,NA,NA,5,0,1,NA,"uuid:a3d0401d-ef67-4d2e-b25e-c7de93995883",2305021814,110.316665649414,2021-09-21
"387",211,3339,82,13,8,2,6,1,NA,0,"0",0,0,0,0,0,0,0,0,NA,NA,0,2,NA,5,"uuid:cef7a9db-855f-4af3-a342-a84e51fdcfa0",2305021814,142.41667175293,2021-09-21
"388",227,3340,82,13,8,2,6,1,NA,25000,"0",0,0,0,0,7e+05,450000,0,0,NA,NA,5,0,1,NA,"uuid:a71346d4-6bf0-4fae-a154-d8491b3a6148",2305021814,125.400001525879,2021-09-21
"389",212,3341,82,13,8,2,6,1,NA,120000,"0",0,0,0,0,20000,0,0,0,NA,NA,4,0,1,NA,"uuid:4c6fe0e8-267f-4aeb-85d2-bf4da7cebea6",2305021814,77.0999984741211,2021-09-21
"390",224,3342,82,13,8,2,6,1,NA,51000,"85000",0,0,31500,0,116500,0,1,0,1,NA,5,1,1,5,"uuid:94acced7-5abd-48a9-85c6-047e2673884d",2305021814,132.566665649414,2021-09-21
"391",235,3343,82,13,8,2,6,1,NA,0,"150000",0,0,0,0,5100,0,0,0,NA,NA,1,0,5,NA,"uuid:994251c4-1aa2-4d30-ab16-85e6a57ed757",2305021814,159.649993896484,2021-09-21
"392",240,3344,82,13,8,2,6,1,NA,0,"0",0,0,0,0,0,131000,0,0,NA,NA,7,0,1,NA,"uuid:83e18b71-7cfd-42bd-b124-acc78fdfe607",2305021814,119.916664123535,2021-09-21
"393",227,3345,82,13,8,2,6,1,NA,80000,"0",0,0,0,0,40000,2e+05,0,0,NA,NA,7,0,1,NA,"uuid:0b0c70f6-4b06-400d-8792-449593af91d9",2305021814,115.533332824707,2021-09-21
"394",216,3346,1,13,8,2,6,1,NA,0,"0",0,0,0,0,0,70000,0,0,NA,NA,4,0,1,NA,"uuid:66fa93bb-9cb3-4029-911e-ffe41c453881",2305021814,81.1666641235352,2021-09-21
"395",220,3349,82,13,8,2,6,1,NA,26800,"15000",0,0,0,0,18000,0,0,0,NA,NA,3,0,5,NA,"uuid:b8575e8c-66ef-43c6-820b-ce71f42b0220",2305021814,153.91667175293,2021-09-21
"396",215,3350,82,13,8,2,6,1,NA,32000,"0",0,0,0,0,50000,3e+05,1,0,1,NA,3,0,1,NA,"uuid:1036a932-8deb-47c5-9365-d085bb279cca",2305021814,97.5166702270508,2021-09-22
"397",215,3351,82,13,8,2,6,1,NA,0,"0",0,0,0,0,45000,120000,0,0,NA,NA,4,0,5,NA,"uuid:be326b16-d027-4340-bfa7-ad402285bcbc",2305021814,117.366668701172,2021-09-22
"398",213,3352,82,13,8,2,6,1,NA,0,"0",0,0,10000,0,20000,0,0,1,NA,3,2,0,1,NA,"uuid:0627ca98-d55b-4b8a-9bc8-707e2ba1131e",2305021814,91.283332824707,2021-09-22
"399",242,3354,82,13,8,2,6,1,NA,0,"40000",0,0,0,0,0,10000,0,0,NA,NA,0,0,NA,NA,"uuid:bafa06ea-5448-4301-8ca6-c934053dd1cd",2305021814,79.0500030517578,2021-09-22
"400",202,3355,82,13,8,2,6,1,NA,0,"0",0,0,0,0,6000,0,0,0,NA,NA,2,0,5,NA,"uuid:49070a67-ccff-41fa-bb9a-59857e2ba3c8",2305021814,66.8000030517578,2021-09-22
"401",216,3356,82,13,8,2,6,1,NA,0,"0",0,0,70000,0,120000,75000,0,0,NA,NA,7,0,1,NA,"uuid:12998759-b8c5-4ed8-a944-c24fd71860cc",2305021814,75.5833358764648,2021-09-22
"402",234,3357,82,13,8,2,6,1,NA,0,"0",0,0,0,0,60000,0,0,0,NA,NA,1,0,1,NA,"uuid:3bac0141-5650-4d4f-bef1-44490f246783",2305021814,117.183334350586,2021-09-22
"403",220,3359,82,13,8,2,6,1,NA,11500,"0",0,0,0,0,15000,0,0,0,NA,NA,3,0,5,NA,"uuid:75a75d75-9d4d-4080-8b06-5f4805713101",2305021814,107.216667175293,2021-09-22
"404",3,3360,46,14,5,2,6,1,NA,0,"0",0,0,0,0,0,170800,0,0,NA,NA,4,0,5,NA,"uuid:fb210b17-728d-49e9-818e-6152d05a2c84",2305021814,125.416664123535,2021-09-22
"405",3,3361,46,13,8,2,6,1,NA,30000,"0",0,0,0,0,0,40000,0,0,NA,NA,3,0,5,NA,"uuid:91040a77-0d5c-4cbe-954e-ceabb05665ac",2305021814,131.716659545898,2021-09-22
"406",3,3362,46,13,8,2,6,1,NA,0,"50000",0,0,0,0,0,0,0,0,NA,NA,2,1,5,5,"uuid:a90a0b92-b404-4dc0-80bc-1563f5bb6763",2305021814,195.08332824707,2021-09-22
"407",19,3363,46,13,8,2,6,1,NA,0,"50000",0,0,0,0,0,40000,0,0,NA,NA,2,0,5,NA,"uuid:52623761-b5f8-47ae-97da-75f4799819cf",2305021814,101.216667175293,2021-09-23
"408",224,3364,46,13,8,2,6,1,NA,4000,"0",3000,0,12000,0,122500,190000,0,0,NA,NA,5,2,1,5,"uuid:0fda3e74-e436-4bed-a148-94cc01e437c1",2305021814,72.7333297729492,2021-09-23
"409",19,3365,46,13,8,2,6,1,NA,2000,"0",0,0,0,0,0,1e+05,0,0,NA,NA,2,0,5,NA,"uuid:bfed1e07-af4e-4452-9d3e-72152033ce30",2305021814,120.400001525879,2021-09-23
"410",19,3366,46,13,8,2,6,1,NA,0,"1600000",0,0,0,0,0,0,1,0,1,NA,1,0,5,NA,"uuid:e864aa88-b5f5-4fae-8b96-031561888aa0",2305021814,80.5500030517578,2021-09-23
"411",51,3367,46,13,8,2,6,1,NA,0,"0",15000,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,"uuid:fe9b3d7c-a307-4598-be58-7689b52c5f69",2305021814,120.883331298828,2021-09-23
"412",213,3368,46,13,8,2,6,1,NA,2000,"24000",0,0,0,0,25000,48000,0,0,NA,NA,7,0,1,NA,"uuid:ea7e5657-b65a-4902-97f3-fa60d2e11c34",2305021814,101.366668701172,2021-09-23
"413",51,3369,46,13,8,2,6,1,NA,7500,"0",0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,"uuid:d0ca3c63-75eb-4432-bf76-abee233c570e",2305021814,195.616668701172,2021-09-23
"414",51,3370,46,13,8,2,6,1,NA,70000,"100000",0,0,0,0,0,50000,0,0,NA,NA,2,0,5,NA,"uuid:44fbe58d-1c76-4ade-ae70-846dc89e7086",2305021814,165.283340454102,2021-09-23
"415",4,3371,46,13,8,2,6,1,NA,0,"0",0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,"uuid:14ddcbf9-46d8-415b-b550-b6a24716d60e",2305021814,199.616668701172,2021-09-23
"416",4,3372,46,13,8,2,6,1,NA,0,"0",0,0,0,0,0,0,1,0,1,NA,2,2,5,5,"uuid:40bfaf17-7c3e-4462-b6f6-7657027428dc",2305021814,129.683334350586,2021-09-23
"417",3,3373,46,13,8,2,6,1,NA,0,"27000",0,0,0,0,0,70000,0,0,NA,NA,0,0,NA,NA,"uuid:626b72b6-6651-4564-895a-ffa1924e3fdc",2305021814,110.833335876465,2021-09-23
"418",4,3376,46,13,8,2,6,1,NA,74000,"30000",0,0,0,0,0,0,0,0,NA,NA,0,3,NA,5,"uuid:e624192f-938a-444a-82ad-ebbb472b06c8",2305021814,137.66667175293,2021-09-23
"419",202,3378,46,13,8,2,6,1,NA,0,"0",3000,0,0,0,0,0,0,1,NA,1,4,0,1,NA,"uuid:c5b6aa8a-a3f1-423c-980c-97db9e03d576",2305021814,124.150001525879,2021-09-23
"420",19,3379,46,13,8,2,6,1,NA,0,"0",0,0,0,0,0,1e+05,0,0,NA,NA,2,0,5,NA,"uuid:30aea093-88ba-4457-8df5-e7ef90ea45a7",2305021814,108.733329772949,2021-09-23
"421",235,3380,46,13,8,2,6,1,NA,30000,"0",0,0,0,0,12000,1e+05,0,0,NA,NA,1,0,5,NA,"uuid:509fe5a5-b84d-4cea-9e17-63159e836e5a",2305021814,164.316665649414,2021-09-23
"422",19,3381,46,13,8,2,6,1,NA,0,"100000",0,0,0,0,0,-88,0,0,NA,NA,2,0,5,NA,"uuid:100159d7-b538-4551-9ebc-608434f12760",2305021814,185.183334350586,2021-09-23
"423",61,3382,46,13,8,2,6,1,NA,0,"200000",0,0,0,0,0,0,0,0,NA,NA,2,2,5,5,"uuid:44600563-21d1-4380-a0dd-1047ed9f0c02",2305021814,177.066665649414,2021-09-23
