"","ID_03","ID_05","ID_06","ID_07","ID_08","ID_09","ID_10","ID_10_CONFIRM","ID_10_CORRECTED","plot_number","plot","CROP","CRP08QA","CRP08UA","CRP09QA","CRP09UA","CRP10A"
"324",202,2102,31,1,8,2,4,1,NA,"2",1,9,150,1,100,1,25000
"325",202,2103,31,1,8,2,4,1,NA,"1",1,9,75,1,0,NA,NA
"326",202,2103,31,1,8,2,4,1,NA,"2",1,9,7.5,1,0,NA,NA
"327",227,2106,24,13,8,2,4,1,NA,"1",1,9,50,1,0,NA,NA
"328",227,2106,24,13,8,2,4,1,NA,"2",1,9,60,1,0,NA,NA
"329",227,2107,24,13,8,2,4,1,NA,"1",1,75,100,1,0,NA,NA
"330",227,2107,24,13,8,2,4,1,NA,"2",1,75,0,NA,NA,NA,NA
"331",227,2108,24,13,8,2,4,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"332",227,2108,24,13,8,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"333",227,2109,25,17,5,2,4,1,NA,"1",1,9,4,1,0,NA,NA
"334",227,2109,25,17,5,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"335",227,2110,23,13,8,2,4,1,NA,"1",1,9,200,1,60,1,18000
"336",227,2110,23,13,8,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"337",215,2112,33,13,8,2,4,1,NA,"1",1,9,50,1,0,NA,NA
"338",215,2112,33,13,8,2,4,1,NA,"2",1,9,25,1,0,NA,NA
"339",214,2113,34,13,8,2,4,1,NA,"1",1,9,2,1,0,NA,NA
"340",214,2113,34,13,8,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"341",214,2114,34,13,8,2,4,1,NA,"1",1,9,50,1,0,NA,NA
"342",214,2114,34,13,8,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"343",215,2115,34,13,8,2,4,1,NA,"1",1,9,60,1,0,NA,NA
"344",215,2115,34,13,8,2,4,1,NA,"2",1,9,40,1,0,NA,NA
"345",205,2116,95,13,8,2,4,1,NA,"1",1,75,300,1,250,1,50000
"346",205,2116,95,13,8,2,4,1,NA,"2",1,9,6,1,0,NA,NA
"347",205,2117,95,13,8,2,4,1,NA,"1",1,9,50,1,0,NA,NA
"348",205,2117,95,13,8,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"349",226,2118,95,13,8,2,4,1,NA,"1",1,75,250,1,150,1,30000
"350",226,2118,95,13,8,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"351",226,2120,95,13,8,2,4,1,NA,"1",1,4,4000,1,200,1,45000
"352",226,2120,95,13,8,2,4,1,NA,"2",1,9,3000,1,0,NA,NA
"353",40,3001,12,18,6,2,6,1,NA,"1",1,9,28,1,16,1,4800
"354",40,3001,12,18,6,2,6,1,NA,"2",1,9,2,1,2,1,700
"355",30,3002,12,18,6,2,6,1,NA,"1",1,9,25,1,0,NA,NA
"356",30,3002,12,18,6,2,6,1,NA,"2",1,6,20,16,0,NA,NA
"357",40,3005,12,18,6,2,6,1,NA,"1",1,9,15,1,0,NA,NA
"358",40,3005,12,18,6,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"359",26,3006,32,18,6,2,6,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"360",26,3006,32,18,6,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"361",26,3007,32,18,6,2,6,1,NA,"1",1,9,150,1,0,NA,NA
"362",26,3007,32,18,6,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"363",27,3008,32,18,6,2,6,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"364",27,3008,32,18,6,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"365",26,3009,32,18,6,2,6,1,NA,"1",1,9,40,1,0,NA,NA
"366",26,3009,32,18,6,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"367",5,3011,79,18,6,2,6,1,NA,"1",1,6,7,16,0,NA,NA
"368",5,3011,79,18,6,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"369",229,3013,79,18,6,2,6,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"370",229,3013,79,18,6,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"371",62,3014,79,18,6,2,6,1,NA,"1",1,9,30,1,0,NA,NA
"372",62,3014,79,18,6,2,6,1,NA,"2",1,9,25,1,0,NA,NA
"373",226,3017,112,3,3,2,6,1,NA,"1",1,9,5,1,0,NA,NA
"374",226,3017,112,3,3,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"375",215,3018,112,3,3,2,6,1,NA,"1",1,4,3,4,2,4,40000
"376",215,3018,112,3,3,2,6,1,NA,"2",1,4,3,4,2,4,40000
"377",214,3020,112,3,3,2,6,1,NA,"1",1,26,55,16,50,16,20000
"378",214,3020,112,3,3,2,6,1,NA,"2",1,9,5,1,0,NA,NA
"379",231,3021,57,10,3,2,6,1,NA,"1",1,9,80,1,0,NA,NA
"380",231,3021,57,10,3,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"381",225,3022,57,10,3,2,6,1,NA,"1",1,9,150,1,50,1,15000
"382",225,3022,57,10,3,2,6,1,NA,"2",1,9,200,1,100,1,30000
"383",222,3023,57,10,3,2,6,1,NA,"1",1,9,37,1,10,1,3000
"384",222,3023,57,10,3,2,6,1,NA,"2",1,26,1050,1,1020,1,136000
"385",222,3024,57,10,3,2,6,1,NA,"1",1,4,200,1,0,NA,NA
"386",222,3024,57,10,3,2,6,1,NA,"2",1,4,300,1,0,NA,NA
"387",222,3025,57,10,3,2,6,1,NA,"1",1,9,200,1,40,1,8000
"388",222,3025,57,10,3,2,6,1,NA,"2",1,9,200,1,50,1,10000
"389",231,3028,84,10,3,2,6,1,NA,"1",1,9,50,1,0,NA,NA
"390",231,3028,84,10,3,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"391",239,3029,84,10,3,2,6,1,NA,"1",1,4,350,1,100,1,22000
"392",239,3029,84,10,3,2,6,1,NA,"2",1,4,300,1,200,1,44000
"393",218,3033,99,10,3,2,6,1,NA,"1",1,4,3,4,2,4,40000
"394",218,3033,99,10,3,2,6,1,NA,"2",1,4,200,1,150,1,30000
"395",229,3034,99,10,3,2,6,1,NA,"1",1,4,1.5,4,1,3,7500
"396",229,3034,99,10,3,2,6,1,NA,"2",1,4,160,1,1,4,15000
"397",239,3035,99,10,3,2,6,1,NA,"1",1,75,0,NA,NA,NA,NA
"398",239,3035,99,10,3,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"399",239,3036,51,19,3,2,6,1,NA,"1",1,5,2,6,2.5,6,3e+05
"400",239,3036,51,19,3,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"401",227,3038,119,19,3,2,6,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"402",227,3038,119,19,3,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"403",225,3041,51,19,3,2,6,1,NA,"1",1,5,150,1,50,1,10000
"404",225,3041,51,19,3,2,6,1,NA,"2",1,75,15,1,10,1,2000
"405",218,3043,51,19,3,2,6,1,NA,"1",1,9,1.5,4,50,1,10000
"406",218,3043,51,19,3,2,6,1,NA,"2",1,75,1,4,50,1,7500
"407",225,3044,51,19,3,2,6,1,NA,"1",1,9,25,1,0,NA,NA
"408",225,3044,51,19,3,2,6,1,NA,"2",1,9,2,1,0,NA,NA
"409",229,3047,86,19,3,2,6,1,NA,"1",1,9,45,1,0,NA,NA
"410",229,3047,86,19,3,2,6,1,NA,"2",1,9,0,NA,NA,NA,NA
"411",218,3048,86,19,3,2,6,1,NA,"1",1,4,5,4,3,4,36000
"412",218,3048,86,19,3,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"413",229,3050,86,19,3,2,6,1,NA,"1",1,4,150,1,0,NA,NA
"414",229,3050,86,19,3,2,6,1,NA,"2",1,9,20,1,0,NA,NA
"415",215,3051,13,21,3,2,6,1,NA,"1",1,4,35,1,0,NA,NA
"416",215,3051,13,21,3,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"417",214,3054,13,21,3,2,6,1,NA,"1",1,4,10,1,0,NA,NA
"418",214,3054,13,21,3,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"419",205,3056,13,21,3,2,6,1,NA,"1",1,9,20,1,0,NA,NA
"420",205,3056,13,21,3,2,6,1,NA,"2",1,11,10,1,0,NA,NA
"421",227,3057,90,21,3,2,6,1,NA,"1",1,9,50,1,0,NA,NA
"422",227,3057,90,21,3,2,6,1,NA,"2",1,4,80,1,50,1,10000
"423",214,3058,90,21,3,2,6,1,NA,"1",1,9,30,1,0,NA,NA
"424",214,3058,90,21,3,2,6,1,NA,"2",1,9,10,1,0,NA,NA
"425",227,3059,90,21,3,2,6,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"426",227,3059,90,21,3,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"427",215,3060,90,21,3,2,6,1,NA,"1",1,9,44,1,0,NA,NA
"428",215,3060,90,21,3,2,6,1,NA,"2",1,9,5,1,0,NA,NA
"429",205,3062,91,21,3,2,6,1,NA,"1",1,9,25,1,0,NA,NA
"430",205,3062,91,21,3,2,6,1,NA,"2",1,12,15,1,0,NA,NA
"431",211,3063,91,21,3,2,6,1,NA,"1",1,5,100,1,0,NA,NA
"432",211,3063,91,21,3,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"433",205,3065,91,21,3,2,6,1,NA,"1",1,9,5,1,0,NA,NA
"434",205,3065,91,21,3,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"435",216,3066,114,23,8,2,6,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"436",216,3066,114,23,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"437",216,3067,114,23,8,2,6,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"438",216,3067,114,23,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"439",243,3068,114,23,8,2,6,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"440",243,3068,114,23,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"441",228,3070,114,23,8,2,6,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"442",228,3070,114,23,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"443",242,3071,88,23,8,2,6,1,NA,"1",1,28,17,2,15,2,60000
"444",242,3071,88,23,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"445",202,3072,88,23,8,2,6,1,NA,"1",1,9,60,1,20,1,8000
"446",202,3072,88,23,8,2,6,1,NA,"2",1,28,40,2,35,2,175000
"447",202,3073,88,23,8,2,6,1,NA,"1",1,75,100,1,100,1,16000
"448",202,3073,88,23,8,2,6,1,NA,"2",1,75,200,1,100,1,15000
"449",213,3074,88,23,8,2,6,1,NA,"1",1,4,30,1,0,NA,NA
"450",213,3074,88,23,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"451",234,3076,88,23,8,2,6,1,NA,"1",1,4,300,1,200,1,40000
"452",234,3076,88,23,8,2,6,1,NA,"2",1,9,30,1,0,NA,NA
"453",213,3077,88,23,8,2,6,1,NA,"1",1,9,70,1,0,NA,NA
"454",213,3077,88,23,8,2,6,1,NA,"2",1,9,20,1,0,NA,NA
"455",202,3078,88,23,8,2,6,1,NA,"1",1,9,120,1,0,NA,NA
"456",202,3078,88,23,8,2,6,1,NA,"2",1,11,30,1,0,NA,NA
"457",234,3079,88,23,8,2,6,1,NA,"1",1,9,50,1,0,NA,NA
"458",234,3079,88,23,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"459",242,3080,88,23,8,2,6,1,NA,"1",1,9,30,1,0,NA,NA
"460",242,3080,88,23,8,2,6,1,NA,"2",1,11,10,1,0,NA,NA
"461",243,3081,10,23,8,2,6,1,NA,"1",1,4,50,1,30,1,6600
"462",243,3081,10,23,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"463",240,3082,10,23,8,2,6,1,NA,"1",1,4,120,1,0,NA,NA
"464",240,3082,10,23,8,2,6,1,NA,"2",1,6,12,4,2,4,10000
"465",212,3083,10,23,8,2,6,1,NA,"1",1,9,60,1,0,NA,NA
"466",212,3083,10,23,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"467",212,3084,10,23,8,2,6,1,NA,"1",1,9,25,1,0,NA,NA
"468",212,3084,10,23,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"469",220,3085,10,23,8,2,6,1,NA,"1",1,4,1,4,50,1,7500
"470",220,3085,10,23,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"471",37,3086,1,13,8,2,6,1,NA,"1",1,75,150,1,100,1,20000
"472",37,3086,1,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"473",2,3087,1,13,8,2,6,1,NA,"1",1,9,10,1,0,NA,NA
"474",2,3087,1,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"475",2,3088,1,13,8,2,6,1,NA,"1",1,9,30,1,0,NA,NA
"476",2,3088,1,13,8,2,6,1,NA,"2",1,75,400,1,0,NA,NA
"477",243,3091,62,13,8,2,6,1,NA,"1",1,9,100,1,0,NA,NA
"478",243,3091,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"479",212,3092,62,13,8,2,6,1,NA,"1",1,9,130,1,50,1,25000
"480",212,3092,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"481",205,3093,62,13,8,2,6,1,NA,"1",1,9,30,1,0,NA,NA
"482",205,3093,62,13,8,2,6,1,NA,"2",1,9,30,1,0,NA,NA
"483",228,3096,82,13,8,2,6,1,NA,"1",1,9,50,1,0,NA,NA
"484",228,3096,82,13,8,2,6,1,NA,"2",1,9,9,1,0,NA,NA
"485",54,3097,82,13,8,2,6,1,NA,"1",1,9,20,1,0,NA,NA
"486",54,3097,82,13,8,2,6,1,NA,"2",1,9,20,1,0,NA,NA
"487",54,3098,82,13,8,2,6,1,NA,"1",1,9,50,1,0,NA,NA
"488",54,3098,82,13,8,2,6,1,NA,"2",1,9,40,1,5,1,1500
"489",211,3099,82,13,8,2,6,1,NA,"1",1,5,100,1,0,NA,NA
"490",211,3099,82,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"491",23,3102,61,14,5,2,6,1,NA,"1",1,9,12,1,0,NA,NA
"492",23,3102,61,14,5,2,6,1,NA,"2",1,5,60,1,0,NA,NA
"493",6,3103,61,14,5,2,6,1,NA,"1",1,9,3,4,70,1,24500
"494",6,3103,61,14,5,2,6,1,NA,"2",1,5,60000,4,1,4,15000
"495",57,3104,61,14,5,2,6,1,NA,"1",1,9,25,1,0,NA,NA
"496",57,3104,61,14,5,2,6,1,NA,"2",1,9,0,NA,NA,NA,NA
"497",26,3105,9,14,5,2,6,1,NA,"1",1,9,0,NA,NA,NA,NA
"498",26,3105,9,14,5,2,6,1,NA,"2",1,9,10,1,0,NA,NA
"499",26,3106,9,14,5,2,6,1,NA,"1",1,9,50,1,0,NA,NA
"500",26,3106,9,14,5,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"501",26,3107,9,14,5,2,6,1,NA,"1",1,9,104,1,0,NA,NA
"502",26,3107,9,14,5,2,6,1,NA,"2",1,9,10,1,0,NA,NA
"503",1,3109,81,14,5,2,6,1,NA,"1",1,9,40,1,0,NA,NA
"504",1,3109,81,14,5,2,6,1,NA,"2",1,9,2,1,0,NA,NA
"505",212,3110,9,14,5,2,6,1,NA,"1",1,9,100,1,40,1,8000
"506",212,3110,9,14,5,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"507",15,3111,9,14,5,2,6,1,NA,"1",1,9,100,1,0,NA,NA
"508",15,3111,9,14,5,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"509",15,3112,9,14,5,2,6,1,NA,"1",1,9,10,1,0,NA,NA
"510",15,3112,9,14,5,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"511",212,3113,9,14,5,2,6,1,NA,"1",1,9,40,1,0,NA,NA
"512",212,3113,9,14,5,2,6,1,NA,"2",1,9,10,1,0,NA,NA
"513",15,3114,9,14,5,2,6,1,NA,"1",1,9,0,NA,NA,NA,NA
"514",15,3114,9,14,5,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"515",210,3115,108,3,3,2,6,1,NA,"1",1,5,30,1,0,NA,NA
"516",210,3115,108,3,3,2,6,1,NA,"2",1,9,70,1,0,NA,NA
"517",211,3116,108,3,3,2,6,1,NA,"1",1,9,40,1,0,NA,NA
"518",211,3116,108,3,3,2,6,1,NA,"2",1,6,1.5,4,0,NA,NA
"519",210,3117,108,3,3,2,6,1,NA,"1",1,5,200,1,48,1,10000
"520",210,3117,108,3,3,2,6,1,NA,"2",1,12,6,1,0,NA,NA
"521",210,3118,108,3,3,2,6,1,NA,"1",1,4,50,1,0,NA,NA
"522",210,3118,108,3,3,2,6,1,NA,"2",1,9,15,1,0,NA,NA
"523",226,3120,8,24,1,2,6,1,NA,"1",1,9,40,1,0,NA,NA
"524",226,3120,8,24,1,2,6,1,NA,"2",1,11,25,1,0,NA,NA
"525",226,3121,8,24,1,2,6,1,NA,"1",1,9,25,1,0,NA,NA
"526",226,3121,8,24,1,2,6,1,NA,"2",1,11,15,1,5,1,1750
"527",205,3123,8,24,1,2,6,1,NA,"1",1,4,100,1,0,NA,NA
"528",205,3123,8,24,1,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"529",226,3124,8,24,1,2,6,1,NA,"1",1,4,15,1,10,1,1200
"530",226,3124,8,24,1,2,6,1,NA,"2",1,11,10,1,3,1,900
"531",43,3171,62,13,8,2,6,1,NA,"1",0,NA,80,1,0,NA,NA
"532",43,3171,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"533",215,3200,62,13,8,2,6,1,NA,"1",1,9,50,1,0,NA,NA
"534",215,3200,62,13,8,2,6,1,NA,"2",1,9,40,1,0,NA,NA
"535",10,3201,62,13,8,2,6,1,NA,"1",1,9,300,1,0,NA,NA
"536",10,3201,62,13,8,2,6,1,NA,"2",1,6,300,1,100,1,5000
"537",10,3202,62,13,8,2,6,1,NA,"1",1,9,30,1,0,NA,NA
"538",10,3202,62,13,8,2,6,1,NA,"2",1,75,150,1,100,1,15000
"539",212,3203,62,13,8,2,6,1,NA,"1",1,9,150,1,0,NA,NA
"540",212,3203,62,13,8,2,6,1,NA,"2",1,9,200,1,0,NA,NA
"541",6,3204,62,13,8,2,6,1,NA,"1",1,9,30,1,0,NA,NA
"542",6,3204,62,13,8,2,6,1,NA,"2",1,9,5,1,0,NA,NA
"543",57,3205,62,13,8,2,6,1,NA,"1",1,9,7,1,0,NA,NA
"544",57,3205,62,13,8,2,6,1,NA,"2",1,9,60,1,0,NA,NA
"545",57,3206,62,13,8,2,6,1,NA,"1",1,9,100,1,0,NA,NA
"546",57,3206,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"547",57,3207,62,13,8,2,6,1,NA,"1",1,9,100,1,0,NA,NA
"548",57,3207,62,13,8,2,6,1,NA,"2",1,9,10,1,0,NA,NA
"549",228,3208,62,13,8,2,6,1,NA,"1",1,9,100,1,100,1,35000
"550",228,3208,62,13,8,2,6,1,NA,"2",1,9,2,4,100,1,35000
"551",210,3210,62,13,8,2,6,1,NA,"1",1,9,20,1,0,NA,NA
"552",210,3210,62,13,8,2,6,1,NA,"2",1,11,6,1,0,NA,NA
"553",43,3213,62,13,8,2,6,1,NA,"1",1,9,100,1,20,1,6000
"554",43,3213,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"555",43,3214,62,13,8,2,6,1,NA,"1",1,9,70,1,0,NA,NA
"556",43,3214,62,13,8,2,6,1,NA,"2",1,9,30,1,0,NA,NA
"557",43,3215,62,13,8,2,6,1,NA,"1",1,9,50,1,0,NA,NA
"558",43,3215,62,13,8,2,6,1,NA,"2",1,9,40,1,0,NA,NA
"559",214,3216,62,13,8,2,6,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"560",214,3216,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"561",37,3219,1,13,8,2,6,1,NA,"1",1,75,1100,1,1,6,2e+05
"562",37,3219,1,13,8,2,6,1,NA,"2",1,75,1100,1,1,6,2e+05
"563",21,3220,1,13,8,2,6,1,NA,"1",1,4,70,1,12,1,3600
"564",21,3220,1,13,8,2,6,1,NA,"2",1,9,6,1,0,NA,NA
"565",21,3221,1,13,8,2,6,1,NA,"1",1,4,80,1,30,1,4500
"566",21,3221,1,13,8,2,6,1,NA,"2",1,9,30,1,0,NA,NA
"567",21,3222,22,13,8,2,6,1,NA,"1",1,9,250,1,50,1,17500
"568",21,3222,22,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"569",56,3223,1,13,8,2,6,1,NA,"1",1,9,50,1,0,NA,NA
"570",56,3223,1,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"571",56,3224,22,13,8,2,6,1,NA,"1",1,9,20,1,0,NA,NA
"572",56,3224,22,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"573",56,3225,1,13,8,2,6,1,NA,"1",1,9,60,1,0,NA,NA
"574",56,3225,1,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"575",56,3226,1,13,8,2,6,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"576",56,3226,1,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"577",56,3227,1,13,8,2,6,1,NA,"1",1,9,70,1,0,NA,NA
"578",56,3227,1,13,8,2,6,1,NA,"2",1,9,120,1,0,NA,NA
"579",37,3228,1,13,8,2,6,1,NA,"1",1,75,50,1,20,1,5000
"580",37,3228,1,13,8,2,6,1,NA,"2",1,9,30,1,0,NA,NA
"581",37,3229,1,13,8,2,6,1,NA,"1",1,9,7,1,0,NA,NA
"582",37,3229,1,13,8,2,6,1,NA,"2",1,9,12,1,0,NA,NA
"583",37,3230,1,13,8,2,6,1,NA,"1",1,9,15,1,0,NA,NA
"584",37,3230,1,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"585",21,3231,1,13,8,2,6,1,NA,"1",1,9,70,1,0,NA,NA
"586",21,3231,1,13,8,2,6,1,NA,"2",1,9,30,1,0,NA,NA
"587",2,3232,1,13,8,2,6,1,NA,"1",1,9,20,1,0,NA,NA
"588",2,3232,1,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"589",2,3233,1,13,8,2,6,1,NA,"1",1,9,30,1,0,NA,NA
"590",2,3233,1,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"591",2,3234,1,13,8,2,6,1,NA,"1",1,27,175,1,135,1,8100
"592",2,3234,1,13,8,2,6,1,NA,"2",1,28,7200,1,6800,1,816000
"593",37,3235,1,13,8,2,6,1,NA,"1",1,9,240,1,0,NA,NA
"594",37,3235,1,13,8,2,6,1,NA,"2",1,6,1.5,6,300,1,36000
"595",56,3236,1,13,8,2,6,1,NA,"1",1,5,40,1,0,NA,NA
"596",56,3236,1,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"597",37,3237,1,13,8,2,6,1,NA,"1",1,4,400,1,0,NA,NA
"598",37,3237,1,13,8,2,6,1,NA,"2",1,9,10,1,0,NA,NA
"599",9,3240,62,13,8,2,6,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"600",9,3240,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"601",226,3241,62,13,8,2,6,1,NA,"1",1,9,15,1,0,NA,NA
"602",226,3241,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"603",9,3242,62,13,8,2,6,1,NA,"1",1,9,10,1,0,NA,NA
"604",9,3242,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"605",23,3243,62,13,8,2,6,1,NA,"1",1,9,40,1,0,NA,NA
"606",23,3243,62,13,8,2,6,1,NA,"2",1,9,10,1,0,NA,NA
"607",56,3244,62,13,8,2,6,1,NA,"1",1,9,NA,NA,NA,NA,NA
"608",56,3244,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"609",23,3245,62,13,8,2,6,1,NA,"1",1,9,400,1,200,1,60000
"610",23,3245,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"611",23,3246,62,13,8,2,6,1,NA,"1",1,9,70,1,20,1,6000
"612",23,3246,62,13,8,2,6,1,NA,"2",1,75,1,4,80,1,12000
"613",2,3247,62,13,8,2,6,1,NA,"1",1,9,-88,NA,NA,NA,NA
"614",2,3247,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"615",240,3248,62,13,8,2,6,1,NA,"1",1,9,100,1,0,NA,NA
"616",240,3248,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"617",9,3249,62,13,8,2,6,1,NA,"1",1,9,50,1,0,NA,NA
"618",9,3249,62,13,8,2,6,1,NA,"2",1,9,25,1,15,1,4500
"619",9,3250,62,13,8,2,6,1,NA,"1",1,75,300,1,200,1,34000
"620",9,3250,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"621",226,3251,62,13,8,2,6,1,NA,"1",1,5,500,1,300,1,45000
"622",226,3251,62,13,8,2,6,1,NA,"2",1,75,150,1,100,1,20000
"623",10,3252,46,13,8,2,6,1,NA,"1",1,9,70,1,20,1,8000
"624",10,3252,46,13,8,2,6,1,NA,"2",1,9,5,1,0,NA,NA
"625",9,3253,62,13,8,2,6,1,NA,"1",1,9,20,1,0,NA,NA
"626",9,3253,62,13,8,2,6,1,NA,"2",1,9,25,1,0,NA,NA
"627",235,3254,1,13,8,2,6,1,NA,"1",1,9,130,1,0,NA,NA
"628",235,3254,1,13,8,2,6,1,NA,"2",0,NA,10,1,0,NA,NA
"629",6,3255,62,13,8,2,6,1,NA,"1",1,9,25,1,0,NA,NA
"630",6,3255,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"631",43,3256,62,13,8,2,6,1,NA,"1",1,9,0,NA,NA,NA,NA
"632",43,3256,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"633",6,3257,62,13,8,2,6,1,NA,"1",1,9,80,1,0,NA,NA
"634",6,3257,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"635",215,3258,62,13,8,2,6,1,NA,"1",1,9,350,1,150,1,45000
"636",215,3258,62,13,8,2,6,1,NA,"2",1,9,100,1,0,NA,NA
"637",43,3259,62,13,8,2,6,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"638",43,3259,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"639",215,3260,62,13,8,2,6,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"640",215,3260,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"641",43,3261,62,13,8,2,6,1,NA,"1",1,9,2,4,50,1,20000
"642",43,3261,62,13,8,2,6,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"643",21,3262,62,13,8,2,6,1,NA,"1",1,9,12,1,0,NA,NA
"644",21,3262,62,13,8,2,6,1,NA,"2",1,9,13,1,0,NA,NA
"645",213,3263,62,13,8,2,6,1,NA,"1",1,9,15,1,0,NA,NA
